Solution x:
x[74012] = 24.8428
x[74013] = 24.9177
x[74014] = 24.9451
x[74015] = 24.9382
x[74016] = 24.91
x[74017] = 24.8676
x[74018] = 24.8124
x[74019] = 24.7415
x[74020] = 24.6486
x[74021] = 24.5261
x[74022] = 24.3689
x[74023] = 24.175
x[74024] = 23.9443
x[74025] = 23.6767
x[74026] = 23.3712
x[74027] = 23.0291
x[74028] = 22.6547
x[74029] = 22.2558
x[74030] = 21.8463
x[74031] = 21.4437
x[74032] = 21.0606
x[74033] = 20.7031
x[74034] = 20.373
x[74035] = 20.0698
x[74036] = 19.7923
x[74037] = 19.5389
x[74038] = 19.3087
x[74039] = 19.1009
x[74040] = 18.9154
x[74041] = 18.7522
x[74042] = 18.611
x[74043] = 18.491
x[74044] = 18.391
x[74045] = 18.31
x[74046] = 18.2486
x[74047] = 18.2084
x[74048] = 18.1925
x[74049] = 18.2057
x[74050] = 18.2523
x[74051] = 18.333
x[74052] = 18.4484
x[74053] = 18.6
x[74054] = 18.7892
x[74055] = 19.0172
x[74056] = 19.2843
x[74057] = 19.5881
x[74058] = 19.9208
x[74059] = 20.2639
x[74060] = 20.5827
x[74061] = 20.8378
x[74062] = 21.0342
x[74063] = 21.1887
x[74064] = 21.3145
x[74065] = 21.4199
x[74066] = 21.5126
x[74067] = 21.6003
x[74068] = 21.6871
x[74069] = 21.7731
x[74070] = 21.8577
x[74071] = 21.9401
x[74072] = 22.017
x[74073] = 22.0829
x[74074] = 22.1316
x[74075] = 22.1578
x[74076] = 22.1579
x[74077] = 22.1309
x[74078] = 22.08
x[74079] = 22.0108
x[74080] = 21.9264
x[74081] = 21.8268
x[74082] = 21.7134
x[74083] = 21.5895
x[74084] = 21.4558
x[74085] = 21.3093
x[74086] = 21.1451
x[74087] = 20.9557
x[74088] = 20.7303
x[74089] = 20.4552
x[74090] = 20.1259
x[74091] = 19.779
x[74092] = 19.4469
x[74093] = 19.1471
x[74094] = 18.8875
x[74095] = 18.6699
x[74096] = 18.4932
x[74097] = 18.3533
x[74098] = 18.2407
x[74099] = 18.1371
x[74100] = 22.0943
x[74101] = 22.2103
x[74102] = 22.327
x[74103] = 22.4665
x[74104] = 22.6395
x[74105] = 22.8507
x[74106] = 23.101
x[74107] = 23.3877
x[74108] = 23.7017
x[74109] = 24.0226
x[74110] = 24.3123
x[74111] = 24.526
x[74112] = 24.6637
x[74113] = 24.7402
x[74114] = 24.7692
x[74115] = 24.7632
x[74116] = 24.7347
x[74117] = 24.6898
x[74118] = 24.6296
x[74119] = 24.5514
x[74120] = 24.4513
x[74121] = 24.3253
x[74122] = 24.1706
x[74123] = 23.986
x[74124] = 23.7707
x[74125] = 23.5219
x[74126] = 23.2344
x[74127] = 22.9068
x[74128] = 22.543
x[74129] = 22.1514
x[74130] = 21.7468
x[74131] = 21.3485
x[74132] = 20.97
x[74133] = 20.6175
x[74134] = 20.2927
x[74135] = 19.995
x[74136] = 19.7228
x[74137] = 19.4745
x[74138] = 19.2489
x[74139] = 19.0453
x[74140] = 18.8636
x[74141] = 18.7038
x[74142] = 18.5657
x[74143] = 18.4486
x[74144] = 18.3515
x[74145] = 18.2738
x[74146] = 18.2162
x[74147] = 18.1808
x[74148] = 18.1713
x[74149] = 18.1929
x[74150] = 18.2505
x[74151] = 18.3437
x[74152] = 18.4721
x[74153] = 18.6365
x[74154] = 18.8382
x[74155] = 19.0779
x[74156] = 19.3554
x[74157] = 19.6681
x[74158] = 20.0079
x[74159] = 20.3561
x[74160] = 20.6785
x[74161] = 20.9369
x[74162] = 21.1375
x[74163] = 21.2983
x[74164] = 21.4318
x[74165] = 21.5449
x[74166] = 21.6438
x[74167] = 21.7359
x[74168] = 21.8253
x[74169] = 21.9125
x[74170] = 21.998
x[74171] = 22.0815
x[74172] = 22.1597
x[74173] = 22.2255
x[74174] = 22.2728
x[74175] = 22.2968
x[74176] = 22.2946
x[74177] = 22.2655
x[74178] = 22.2122
x[74179] = 22.1407
x[74180] = 22.054
x[74181] = 21.9525
x[74182] = 21.8379
x[74183] = 21.7139
x[74184] = 21.581
x[74185] = 21.4365
x[74186] = 21.2756
x[74187] = 21.0911
x[74188] = 20.8719
x[74189] = 20.6031
x[74190] = 20.2796
x[74191] = 19.9371
x[74192] = 19.6077
x[74193] = 19.3093
x[74194] = 19.0499
x[74195] = 18.8318
x[74196] = 18.6543
x[74197] = 18.5134
x[74198] = 18.3999
x[74199] = 18.2954
x[74200] = 21.9026
x[74201] = 22.0175
x[74202] = 22.1331
x[74203] = 22.2711
x[74204] = 22.4426
x[74205] = 22.6522
x[74206] = 22.901
x[74207] = 23.1865
x[74208] = 23.4999
x[74209] = 23.8211
x[74210] = 24.112
x[74211] = 24.3279
x[74212] = 24.469
x[74213] = 24.5502
x[74214] = 24.5847
x[74215] = 24.5843
x[74216] = 24.5598
x[74217] = 24.5166
x[74218] = 24.4552
x[74219] = 24.3736
x[74220] = 24.2693
x[74221] = 24.1406
x[74222] = 23.9861
x[74223] = 23.8052
x[74224] = 23.5969
x[74225] = 23.3573
x[74226] = 23.0794
x[74227] = 22.761
x[74228] = 22.4054
x[74229] = 22.0212
x[74230] = 21.6235
x[74231] = 21.232
x[74232] = 20.8603
x[74233] = 20.5147
x[74234] = 20.1968
x[74235] = 19.9059
x[74236] = 19.6402
x[74237] = 19.3979
x[74238] = 19.1778
x[74239] = 18.9792
x[74240] = 18.8019
x[74241] = 18.646
x[74242] = 18.5114
x[74243] = 18.3975
x[74244] = 18.3035
x[74245] = 18.229
x[74246] = 18.1751
x[74247] = 18.1443
x[74248] = 18.1407
x[74249] = 18.1702
x[74250] = 18.238
x[74251] = 18.3426
x[74252] = 18.4829
x[74253] = 18.659
x[74254] = 18.8718
x[74255] = 19.1218
x[74256] = 19.4086
x[74257] = 19.7292
x[74258] = 20.0754
x[74259] = 20.4288
x[74260] = 20.7556
x[74261] = 21.0181
x[74262] = 21.2237
x[74263] = 21.3912
x[74264] = 21.5329
x[74265] = 21.6542
x[74266] = 21.76
x[74267] = 21.8567
x[74268] = 21.9483
x[74269] = 22.036
x[74270] = 22.1211
x[74271] = 22.204
x[74272] = 22.2813
x[74273] = 22.3454
x[74274] = 22.3902
x[74275] = 22.4117
x[74276] = 22.4077
x[74277] = 22.3777
x[74278] = 22.3242
x[74279] = 22.2519
x[74280] = 22.1641
x[74281] = 22.0623
x[74282] = 21.9486
x[74283] = 21.8255
x[74284] = 21.6936
x[74285] = 21.5501
x[74286] = 21.3911
x[74287] = 21.2102
x[74288] = 20.9958
x[74289] = 20.7318
x[74290] = 20.4125
x[74291] = 20.0734
x[74292] = 19.7465
x[74293] = 19.4497
x[74294] = 19.191
x[74295] = 18.9731
x[74296] = 18.7953
x[74297] = 18.654
x[74298] = 18.5399
x[74299] = 18.4348
x[74300] = 21.6983
x[74301] = 21.8119
x[74302] = 21.9259
x[74303] = 22.0621
x[74304] = 22.2314
x[74305] = 22.4384
x[74306] = 22.6846
x[74307] = 22.9677
x[74308] = 23.2793
x[74309] = 23.5996
x[74310] = 23.891
x[74311] = 24.1094
x[74312] = 24.2553
x[74313] = 24.3437
x[74314] = 24.3877
x[74315] = 24.3974
x[74316] = 24.3817
x[74317] = 24.3445
x[74318] = 24.2865
x[74319] = 24.2059
x[74320] = 24.1011
x[74321] = 23.971
x[74322] = 23.8148
x[74323] = 23.6319
x[74324] = 23.4214
x[74325] = 23.1803
x[74326] = 22.9029
x[74327] = 22.5877
x[74328] = 22.2378
x[74329] = 21.8615
x[74330] = 21.4729
x[74331] = 21.0909
x[74332] = 20.7288
x[74333] = 20.3925
x[74334] = 20.0834
x[74335] = 19.8008
x[74336] = 19.5428
x[74337] = 19.3077
x[74338] = 19.0941
x[74339] = 18.9014
x[74340] = 18.7294
x[74341] = 18.5781
x[74342] = 18.4476
x[74343] = 18.3372
x[74344] = 18.2464
x[74345] = 18.1753
x[74346] = 18.1252
x[74347] = 18.099
x[74348] = 18.1011
x[74349] = 18.138
x[74350] = 18.2151
x[74351] = 18.3302
x[74352] = 18.4813
x[74353] = 18.6681
x[74354] = 18.891
x[74355] = 19.1502
x[74356] = 19.4452
x[74357] = 19.7728
x[74358] = 20.1251
x[74359] = 20.4836
x[74360] = 20.8153
x[74361] = 21.0828
x[74362] = 21.2941
x[74363] = 21.4687
x[74364] = 21.6185
x[74365] = 21.7481
x[74366] = 21.8612
x[74367] = 21.9628
x[74368] = 22.0565
x[74369] = 22.1439
x[74370] = 22.2271
x[74371] = 22.3073
x[74372] = 22.3816
x[74373] = 22.4427
x[74374] = 22.4849
x[74375] = 22.5048
x[74376] = 22.5003
x[74377] = 22.4713
x[74378] = 22.4195
x[74379] = 22.3481
x[74380] = 22.2606
x[74381] = 22.1599
x[74382] = 22.0479
x[74383] = 21.9261
x[74384] = 21.7945
x[74385] = 21.651
x[74386] = 21.4926
x[74387] = 21.3137
x[74388] = 21.1025
x[74389] = 20.8419
x[74390] = 20.5256
x[74391] = 20.1892
x[74392] = 19.8645
x[74393] = 19.5694
x[74394] = 19.3117
x[74395] = 19.0943
x[74396] = 18.9167
x[74397] = 18.7751
x[74398] = 18.6608
x[74399] = 18.5552
x[74400] = 21.4817
x[74401] = 21.5938
x[74402] = 21.7059
x[74403] = 21.8396
x[74404] = 22.0057
x[74405] = 22.2092
x[74406] = 22.4515
x[74407] = 22.7305
x[74408] = 23.0386
x[74409] = 23.3562
x[74410] = 23.6469
x[74411] = 23.8671
x[74412] = 24.0182
x[74413] = 24.1154
x[74414] = 24.1715
x[74415] = 24.1948
x[74416] = 24.1915
x[74417] = 24.1642
x[74418] = 24.1132
x[74419] = 24.0376
x[74420] = 23.9356
x[74421] = 23.8056
x[74422] = 23.6461
x[74423] = 23.4563
x[74424] = 23.2359
x[74425] = 22.984
x[74426] = 22.6993
x[74427] = 22.3824
x[74428] = 22.0366
x[74429] = 21.669
x[74430] = 21.2921
x[74431] = 20.923
x[74432] = 20.5733
x[74433] = 20.2487
x[74434] = 19.9506
x[74435] = 19.678
x[74436] = 19.4292
x[74437] = 19.2024
x[74438] = 18.9965
x[74439] = 18.8108
x[74440] = 18.645
x[74441] = 18.4992
x[74442] = 18.3733
x[74443] = 18.2669
x[74444] = 18.1798
x[74445] = 18.1123
x[74446] = 18.0663
x[74447] = 18.0446
x[74448] = 18.0523
x[74449] = 18.0963
x[74450] = 18.1822
x[74451] = 18.307
x[74452] = 18.4681
x[74453] = 18.6646
x[74454] = 18.8967
x[74455] = 19.1643
x[74456] = 19.4666
x[74457] = 19.8005
x[74458] = 20.1578
x[74459] = 20.5206
x[74460] = 20.8563
x[74461] = 21.1286
x[74462] = 21.346
x[74463] = 21.5277
x[74464] = 21.6855
x[74465] = 21.8232
x[74466] = 21.9435
x[74467] = 22.0502
x[74468] = 22.146
x[74469] = 22.233
x[74470] = 22.3136
x[74471] = 22.3898
x[74472] = 22.4597
x[74473] = 22.5175
x[74474] = 22.5581
x[74475] = 22.5782
x[74476] = 22.5756
x[74477] = 22.5492
x[74478] = 22.5
x[74479] = 22.4309
x[74480] = 22.3452
x[74481] = 22.2462
x[74482] = 22.1356
x[74483] = 22.0141
x[74484] = 21.8817
x[74485] = 21.7372
x[74486] = 21.5785
x[74487] = 21.4
x[74488] = 21.1902
x[74489] = 20.9318
x[74490] = 20.6183
x[74491] = 20.2848
x[74492] = 19.9626
x[74493] = 19.6692
x[74494] = 19.4127
x[74495] = 19.1959
x[74496] = 19.0186
x[74497] = 18.8771
x[74498] = 18.7627
x[74499] = 18.6567
x[74500] = 21.2535
x[74501] = 21.3638
x[74502] = 21.4735
x[74503] = 21.604
x[74504] = 21.766
x[74505] = 21.9646
x[74506] = 22.2013
x[74507] = 22.4744
x[74508] = 22.7766
x[74509] = 23.0892
x[74510] = 23.3768
x[74511] = 23.5971
x[74512] = 23.7523
x[74513] = 23.8578
x[74514] = 23.9261
x[74515] = 23.9639
x[74516] = 23.9742
x[74517] = 23.9581
x[74518] = 23.9162
x[74519] = 23.8478
x[74520] = 23.7507
x[74521] = 23.6219
x[74522] = 23.4589
x[74523] = 23.2601
x[74524] = 23.0259
x[74525] = 22.7586
x[74526] = 22.463
x[74527] = 22.1427
x[74528] = 21.8011
x[74529] = 21.4438
x[74530] = 21.0814
x[74531] = 20.7279
x[74532] = 20.3935
x[74533] = 20.083
x[74534] = 19.7977
x[74535] = 19.5368
x[74536] = 19.2985
x[74537] = 19.0814
x[74538] = 18.8842
x[74539] = 18.7064
x[74540] = 18.5477
x[74541] = 18.4081
x[74542] = 18.2876
x[74543] = 18.1859
x[74544] = 18.103
x[74545] = 18.0397
x[74546] = 17.998
x[74547] = 17.9812
x[74548] = 17.9944
x[74549] = 18.0451
x[74550] = 18.1393
x[74551] = 18.2732
x[74552] = 18.4436
x[74553] = 18.6492
x[74554] = 18.8897
x[74555] = 19.165
x[74556] = 19.474
x[74557] = 19.8135
x[74558] = 20.1752
x[74559] = 20.5413
x[74560] = 20.8798
x[74561] = 21.1563
x[74562] = 21.3793
x[74563] = 21.5676
x[74564] = 21.7326
x[74565] = 21.8776
x[74566] = 22.0047
x[74567] = 22.1162
x[74568] = 22.2145
x[74569] = 22.3016
x[74570] = 22.3801
x[74571] = 22.4529
x[74572] = 22.519
x[74573] = 22.5741
x[74574] = 22.6141
x[74575] = 22.6362
x[74576] = 22.6373
x[74577] = 22.6144
x[74578] = 22.568
x[74579] = 22.5018
x[74580] = 22.4191
x[74581] = 22.3223
x[74582] = 22.2126
x[74583] = 22.0904
x[74584] = 21.9561
x[74585] = 21.8098
x[74586] = 21.6496
x[74587] = 21.47
x[74588] = 21.2598
x[74589] = 21.0026
x[74590] = 20.6919
x[74591] = 20.3613
x[74592] = 20.0416
x[74593] = 19.7499
x[74594] = 19.4946
x[74595] = 19.2785
x[74596] = 19.1015
x[74597] = 18.9602
x[74598] = 18.8457
x[74599] = 18.7395
x[74600] = 21.0143
x[74601] = 21.1225
x[74602] = 21.2293
x[74603] = 21.3559
x[74604] = 21.5128
x[74605] = 21.7051
x[74606] = 21.9344
x[74607] = 22.1992
x[74608] = 22.4926
x[74609] = 22.797
x[74610] = 23.0782
x[74611] = 23.2958
x[74612] = 23.4521
x[74613] = 23.563
x[74614] = 23.6403
x[74615] = 23.6893
x[74616] = 23.7107
x[74617] = 23.7045
x[74618] = 23.671
x[74619] = 23.6096
x[74620] = 23.5177
x[74621] = 23.3909
x[74622] = 23.2255
x[74623] = 23.0199
x[74624] = 22.7747
x[74625] = 22.4956
x[74626] = 22.1923
x[74627] = 21.8712
x[74628] = 21.5361
x[74629] = 21.1914
x[74630] = 20.8454
x[74631] = 20.5095
x[74632] = 20.1923
x[74633] = 19.8976
x[74634] = 19.6267
x[74635] = 19.3788
x[74636] = 19.1523
x[74637] = 18.9457
x[74638] = 18.758
x[74639] = 18.5888
x[74640] = 18.4378
x[74641] = 18.3051
x[74642] = 18.1905
x[74643] = 18.0941
x[74644] = 18.016
x[74645] = 17.9575
x[74646] = 17.9205
x[74647] = 17.9087
x[74648] = 17.9275
x[74649] = 17.9847
x[74650] = 18.0868
x[74651] = 18.2293
x[74652] = 18.4085
x[74653] = 18.6225
x[74654] = 18.871
x[74655] = 19.1535
x[74656] = 19.4689
x[74657] = 19.8137
x[74658] = 20.1796
x[74659] = 20.5489
x[74660] = 20.8903
x[74661] = 21.1706
x[74662] = 21.3984
x[74663] = 21.5917
x[74664] = 21.7618
x[74665] = 21.9123
x[74666] = 22.0451
x[74667] = 22.1611
x[74668] = 22.2622
x[74669] = 22.3508
x[74670] = 22.4298
x[74671] = 22.5018
x[74672] = 22.5663
x[74673] = 22.6204
x[74674] = 22.6608
x[74675] = 22.6847
x[74676] = 22.6886
x[74677] = 22.6686
x[74678] = 22.6249
x[74679] = 22.5618
x[74680] = 22.4825
x[74681] = 22.3886
x[74682] = 22.2803
x[74683] = 22.1579
x[74684] = 22.0219
x[74685] = 21.8729
x[74686] = 21.7097
x[74687] = 21.5273
x[74688] = 21.3152
x[74689] = 21.0579
x[74690] = 20.749
x[74691] = 20.4207
x[74692] = 20.1028
x[74693] = 19.8125
x[74694] = 19.558
x[74695] = 19.3425
x[74696] = 19.1658
x[74697] = 19.0246
x[74698] = 18.91
x[74699] = 18.8036
x[74700] = 20.765
x[74701] = 20.8709
x[74702] = 20.9744
x[74703] = 21.0963
x[74704] = 21.2471
x[74705] = 21.4316
x[74706] = 21.6515
x[74707] = 21.9054
x[74708] = 22.1868
x[74709] = 22.479
x[74710] = 22.7498
x[74711] = 22.9605
x[74712] = 23.1141
x[74713] = 23.2257
x[74714] = 23.3067
x[74715] = 23.3614
x[74716] = 23.389
x[74717] = 23.389
x[74718] = 23.3613
x[74719] = 23.3052
x[74720] = 23.2176
x[74721] = 23.0935
x[74722] = 22.9285
x[74723] = 22.7207
x[74724] = 22.4719
x[74725] = 22.1895
x[74726] = 21.8861
x[74727] = 21.5702
x[74728] = 21.2457
x[74729] = 20.9164
x[74730] = 20.5888
x[74731] = 20.2722
x[74732] = 19.9736
x[74733] = 19.6961
x[74734] = 19.4408
x[74735] = 19.2068
x[74736] = 18.9927
x[74737] = 18.7972
x[74738] = 18.6196
x[74739] = 18.4594
x[74740] = 18.3164
x[74741] = 18.1908
x[74742] = 18.0827
x[74743] = 17.992
x[74744] = 17.9194
x[74745] = 17.866
x[74746] = 17.8341
x[74747] = 17.8274
x[74748] = 17.8518
x[74749] = 17.9153
x[74750] = 18.0249
x[74751] = 18.1757
x[74752] = 18.3631
x[74753] = 18.5852
x[74754] = 18.8412
x[74755] = 19.1307
x[74756] = 19.4524
x[74757] = 19.8027
x[74758] = 20.1732
x[74759] = 20.5463
x[74760] = 20.8914
x[74761] = 21.1758
x[74762] = 21.4078
x[74763] = 21.6044
x[74764] = 21.7771
x[74765] = 21.9308
x[74766] = 22.0675
x[74767] = 22.1875
x[74768] = 22.292
x[74769] = 22.384
x[74770] = 22.4662
x[74771] = 22.5406
x[74772] = 22.6064
x[74773] = 22.661
x[74774] = 22.7015
x[74775] = 22.7254
x[74776] = 22.7296
x[74777] = 22.7106
x[74778] = 22.6689
x[74779] = 22.6086
x[74780] = 22.5327
x[74781] = 22.4422
x[74782] = 22.3368
x[74783] = 22.2159
x[74784] = 22.0794
x[74785] = 21.928
x[74786] = 21.761
x[74787] = 21.5747
x[74788] = 21.3596
x[74789] = 21.1009
x[74790] = 20.7921
x[74791] = 20.4645
x[74792] = 20.1473
x[74793] = 19.8576
x[74794] = 19.6035
x[74795] = 19.3881
x[74796] = 19.2116
x[74797] = 19.0704
x[74798] = 18.9558
x[74799] = 18.8493
x[74800] = 20.5069
x[74801] = 20.6103
x[74802] = 20.7099
x[74803] = 20.8265
x[74804] = 20.9701
x[74805] = 21.1455
x[74806] = 21.3541
x[74807] = 21.5945
x[74808] = 21.8605
x[74809] = 22.1364
x[74810] = 22.392
x[74811] = 22.5914
x[74812] = 22.7377
x[74813] = 22.845
x[74814] = 22.9238
x[74815] = 22.9779
x[74816] = 23.0062
x[74817] = 23.0078
x[74818] = 22.9826
x[74819] = 22.9295
x[74820] = 22.8452
x[74821] = 22.7245
x[74822] = 22.563
x[74823] = 22.3592
x[74824] = 22.1151
x[74825] = 21.8392
x[74826] = 21.5449
x[74827] = 21.2412
x[74828] = 20.9325
x[74829] = 20.6221
x[74830] = 20.3152
x[74831] = 20.0196
x[74832] = 19.7408
x[74833] = 19.4816
x[74834] = 19.2425
x[74835] = 19.023
x[74836] = 18.8218
x[74837] = 18.6379
x[74838] = 18.4704
x[74839] = 18.3193
x[74840] = 18.1846
x[74841] = 18.0664
x[74842] = 17.9649
x[74843] = 17.8804
x[74844] = 17.8136
x[74845] = 17.7656
x[74846] = 17.7391
x[74847] = 17.7376
x[74848] = 17.7675
x[74849] = 17.8373
x[74850] = 17.9541
x[74851] = 18.1127
x[74852] = 18.308
x[74853] = 18.5377
x[74854] = 18.8011
x[74855] = 19.0975
x[74856] = 19.4255
x[74857] = 19.7816
x[74858] = 20.1573
x[74859] = 20.5352
x[74860] = 20.885
x[74861] = 21.1741
x[74862] = 21.4103
x[74863] = 21.6095
x[74864] = 21.7829
x[74865] = 21.9374
x[74866] = 22.076
x[74867] = 22.199
x[74868] = 22.3078
x[74869] = 22.4047
x[74870] = 22.492
x[74871] = 22.5706
x[74872] = 22.6392
x[74873] = 22.6947
x[74874] = 22.7341
x[74875] = 22.7553
x[74876] = 22.7565
x[74877] = 22.7361
x[74878] = 22.6952
x[74879] = 22.637
x[74880] = 22.5641
x[74881] = 22.4776
x[74882] = 22.3765
x[74883] = 22.2591
x[74884] = 22.1245
x[74885] = 21.9724
x[74886] = 21.8026
x[74887] = 21.6124
x[74888] = 21.3937
x[74889] = 21.1324
x[74890] = 20.8219
x[74891] = 20.4934
x[74892] = 20.1756
x[74893] = 19.8855
x[74894] = 19.6312
x[74895] = 19.4157
x[74896] = 19.239
x[74897] = 19.0978
x[74898] = 18.9831
x[74899] = 18.8764
x[74900] = 20.2413
x[74901] = 20.3419
x[74902] = 20.4374
x[74903] = 20.548
x[74904] = 20.6837
x[74905] = 20.8488
x[74906] = 21.0445
x[74907] = 21.2693
x[74908] = 21.5169
x[74909] = 21.7726
x[74910] = 22.0086
x[74911] = 22.1926
x[74912] = 22.3274
x[74913] = 22.4258
x[74914] = 22.4971
x[74915] = 22.5449
x[74916] = 22.5688
x[74917] = 22.568
x[74918] = 22.542
x[74919] = 22.4897
x[74920] = 22.4078
x[74921] = 22.2912
x[74922] = 22.1363
x[74923] = 21.9418
x[74924] = 21.7103
x[74925] = 21.4498
x[74926] = 21.1727
x[74927] = 20.8878
x[74928] = 20.5996
x[74929] = 20.3114
x[74930] = 20.0278
x[74931] = 19.7547
x[74932] = 19.4968
x[74933] = 19.2563
x[74934] = 19.0339
x[74935] = 18.8292
x[74936] = 18.6411
x[74937] = 18.4687
x[74938] = 18.3116
x[74939] = 18.1697
x[74940] = 18.0431
x[74941] = 17.9324
x[74942] = 17.8379
x[74943] = 17.7599
x[74944] = 17.6991
x[74945] = 17.6569
x[74946] = 17.6358
x[74947] = 17.6397
x[74948] = 17.675
x[74949] = 17.7508
x[74950] = 17.8746
x[74951] = 18.0406
x[74952] = 18.2434
x[74953] = 18.4805
x[74954] = 18.751
x[74955] = 19.0542
x[74956] = 19.3888
x[74957] = 19.751
x[74958] = 20.1326
x[74959] = 20.5161
x[74960] = 20.8712
x[74961] = 21.1655
x[74962] = 21.4061
x[74963] = 21.6076
x[74964] = 21.7813
x[74965] = 21.9351
x[74966] = 22.0736
x[74967] = 22.1987
x[74968] = 22.3115
x[74969] = 22.4134
x[74970] = 22.5058
x[74971] = 22.589
x[74972] = 22.6608
x[74973] = 22.7168
x[74974] = 22.7536
x[74975] = 22.77
x[74976] = 22.7658
x[74977] = 22.7419
x[74978] = 22.7002
x[74979] = 22.6435
x[74980] = 22.5736
x[74981] = 22.4911
x[74982] = 22.3948
x[74983] = 22.2824
x[74984] = 22.1518
x[74985] = 22.0015
x[74986] = 21.8308
x[74987] = 21.6382
x[74988] = 21.4164
x[74989] = 21.1518
x[74990] = 20.8383
x[74991] = 20.5072
x[74992] = 20.1876
x[74993] = 19.8962
x[74994] = 19.6411
x[74995] = 19.4251
x[74996] = 19.2482
x[74997] = 19.1067
x[74998] = 18.9919
x[74999] = 18.8852
x[75000] = 19.9696
x[75001] = 20.0673
x[75002] = 20.1584
x[75003] = 20.2628
x[75004] = 20.39
x[75005] = 20.544
x[75006] = 20.7258
x[75007] = 20.9335
x[75008] = 21.1608
x[75009] = 21.3938
x[75010] = 21.6074
x[75011] = 21.7733
x[75012] = 21.8938
x[75013] = 21.98
x[75014] = 22.0402
x[75015] = 22.0779
x[75016] = 22.0938
x[75017] = 22.0875
x[75018] = 22.0587
x[75019] = 22.0057
x[75020] = 21.9255
x[75021] = 21.8138
x[75022] = 21.6676
x[75023] = 21.4863
x[75024] = 21.2726
x[75025] = 21.0334
x[75026] = 20.7791
x[75027] = 20.5174
x[75028] = 20.2529
x[75029] = 19.9892
x[75030] = 19.7302
x[75031] = 19.4805
x[75032] = 19.2438
x[75033] = 19.0222
x[75034] = 18.8165
x[75035] = 18.6265
x[75036] = 18.4514
x[75037] = 18.2906
x[75038] = 18.1437
x[75039] = 18.0109
x[75040] = 17.8927
x[75041] = 17.7895
x[75042] = 17.7021
x[75043] = 17.6309
x[75044] = 17.5764
x[75045] = 17.5402
x[75046] = 17.5248
x[75047] = 17.5341
x[75048] = 17.5747
x[75049] = 17.6564
x[75050] = 17.7869
x[75051] = 17.9599
x[75052] = 18.1698
x[75053] = 18.4139
x[75054] = 18.6913
x[75055] = 19.0012
x[75056] = 19.3425
x[75057] = 19.7113
x[75058] = 20.0994
x[75059] = 20.4891
x[75060] = 20.8499
x[75061] = 21.1486
x[75062] = 21.3928
x[75063] = 21.5967
x[75064] = 21.7714
x[75065] = 21.9249
x[75066] = 22.0627
x[75067] = 22.1881
x[75068] = 22.3031
x[75069] = 22.4083
x[75070] = 22.5042
x[75071] = 22.5909
x[75072] = 22.665
x[75073] = 22.7207
x[75074] = 22.7543
x[75075] = 22.7653
x[75076] = 22.7553
x[75077] = 22.7267
x[75078] = 22.683
x[75079] = 22.6275
x[75080] = 22.5611
x[75081] = 22.4827
x[75082] = 22.3903
x[75083] = 22.2822
x[75084] = 22.156
x[75085] = 22.009
x[75086] = 21.8399
x[75087] = 21.6473
x[75088] = 21.424
x[75089] = 21.1566
x[75090] = 20.8392
x[75091] = 20.5046
x[75092] = 20.1823
x[75093] = 19.8892
x[75094] = 19.6329
x[75095] = 19.4163
x[75096] = 19.2389
x[75097] = 19.0972
x[75098] = 18.9823
x[75099] = 18.8755
x[75100] = 19.6934
x[75101] = 19.7882
x[75102] = 19.8749
x[75103] = 19.9728
x[75104] = 20.0912
x[75105] = 20.2339
x[75106] = 20.4015
x[75107] = 20.5917
x[75108] = 20.7984
x[75109] = 21.0085
x[75110] = 21.1995
x[75111] = 21.3467
x[75112] = 21.4519
x[75113] = 21.5249
x[75114] = 21.5726
x[75115] = 21.5989
x[75116] = 21.6055
x[75117] = 21.5927
x[75118] = 21.5599
x[75119] = 21.5058
x[75120] = 21.4274
x[75121] = 21.3211
x[75122] = 21.1848
x[75123] = 21.0181
x[75124] = 20.8238
x[75125] = 20.6077
x[75126] = 20.3777
x[75127] = 20.1405
x[75128] = 19.9007
x[75129] = 19.6617
x[75130] = 19.4269
x[75131] = 19.2001
x[75132] = 18.9841
x[75133] = 18.7809
x[75134] = 18.5914
x[75135] = 18.4157
x[75136] = 18.2533
x[75137] = 18.1038
x[75138] = 17.967
x[75139] = 17.8434
x[75140] = 17.7335
x[75141] = 17.6382
x[75142] = 17.5582
x[75143] = 17.4939
x[75144] = 17.4461
x[75145] = 17.4161
x[75146] = 17.4065
x[75147] = 17.4212
x[75148] = 17.4672
x[75149] = 17.5545
x[75150] = 17.6911
x[75151] = 17.8708
x[75152] = 18.0873
x[75153] = 18.338
x[75154] = 18.6219
x[75155] = 18.9385
x[75156] = 19.2865
x[75157] = 19.6622
x[75158] = 20.0573
x[75159] = 20.4538
x[75160] = 20.8202
x[75161] = 21.1227
x[75162] = 21.3691
x[75163] = 21.5752
x[75164] = 21.7518
x[75165] = 21.9059
x[75166] = 22.0429
x[75167] = 22.1676
x[75168] = 22.2827
x[75169] = 22.3888
x[75170] = 22.4863
x[75171] = 22.5745
x[75172] = 22.6492
x[75173] = 22.7034
x[75174] = 22.7332
x[75175] = 22.7388
x[75176] = 22.723
x[75177] = 22.6896
x[75178] = 22.6437
x[75179] = 22.5897
x[75180] = 22.5275
x[75181] = 22.4529
x[75182] = 22.3629
x[75183] = 22.2573
x[75184] = 22.1343
x[75185] = 21.9904
x[75186] = 21.824
